InformationDate,EnergyClassifier,DataSource,Location,Product,Fuel_Price
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,2049.69
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,2334.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,2301.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,2301.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,3073.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1943.09
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1977.49
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,2262.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,1346.558
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,2262.00
May 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,3765
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,2150.64
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,1585.89
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,2134.24
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,2109
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,3523
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,2109
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,2151
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,2151
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,2184
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,2215.84
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,1664.29
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,2199.44
May 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,2864
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1388.52
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1385.12
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,775.59
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2628
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1651
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1701
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1723
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1450.02
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1446.62
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,857.49
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1701
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,1651
May 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1202.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,1152.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,1931.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1108.56
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1117.96
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1222.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1202.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,449.828
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,1706.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1152.0
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1057.66
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1048.26
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,368.728
May 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,965.68
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,1603.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1603.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1440.32
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1433.92
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,898.478
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2451.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1648.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1648.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1667.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1494.52
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,2664.0
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
May 2019,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1488.12
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1472.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1472.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,845.088
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1333.83
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1338.23
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1497.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2180.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,784.588
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1285.03
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1289.43
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1438.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,1438.0
May 2018,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,2384.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1330.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1146.03
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2221.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),736.088
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1180.33
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1184.73
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1379.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1330.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1357.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1357.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2032.0
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),678.188
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1141.63
May 2017,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),1877.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),601.028
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1226.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1014.47
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1018.87
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1244.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1057.27
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1244.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1274.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1226.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1052.87
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2060.0
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
May 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),655.628
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1246.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1261.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1246.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1091.49
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1085.09
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),685.828
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1261.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),1935.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1289.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2117.0
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),738.828
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1117.79
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1124.19
May 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2346.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1401.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1383.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1401.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),934.028
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1269.37
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1424.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1305.37
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1299.97
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),984.228
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1383.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2528.0
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1274.77
May 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2284.0
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),848.228
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1210.0
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
May 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1118.85
